3671,169
3670,304
3669,221
3668,211
3667,113
3666,2
3665,1
3664,2362
5721,3663
3662,1
3661,0
3660,4
3659,2
3658,6
3657,9
3656,0
3655,1
3654,134
3653,116
3652,74
3651,286
3650,210
4528,3649
5313,3648
3849,3647
10886,3646
3645,215
3644,2267
3643,2086
3642,2151
9959,3641
7232,3640
4950,3639
3638,3294
3637,900
3636,525
3635,1536
4708,3634
3633,859
3632,2
3631,4
3630,0
3629,1477
3640,3628
3627,2942
3626,574
3953,3625
5344,3624
3623,1936
7582,3622
10907,3621
6797,3620
3619,1826
4329,3618
3617,283
3616,79
3615,118
3614,320
3613,0
3612,0
3611,0
3610,1
3609,0
3608,0
3607,0
3606,0
3605,1
3604,0
3603,0
3602,0
3601,0
3600,0
3599,0
3598,0
3597,0
3596,125
3595,85
3594,82
3593,59
3592,23
3591,106
3590,171
3589,188
3588,138
3587,538
3586,133
3585,43
3584,148
3583,228
3582,192
3581,570
3580,1346
4108,3579
4404,3578
3577,1
3576,2
3575,1
3574,6
3573,5
3572,11
3571,4
3570,191
3569,169
3568,78
3567,5
3566,95
3565,657
3564,1749
3563,1998
3562,2363
4025,3561
7187,3560
6193,3559
3558,1602
3557,2377
3556,1215
3555,160
3554,946
4217,3553
3552,2083
3551,5
3550,246
3549,71
3548,74
10919,3547
11711,3546
3545,152
3544,63
3543,11
3542,2
3541,3
3540,79
3539,25
3538,27
3537,323
3536,450
3535,1366
3534,1245
3533,602
3532,280
3531,348
3530,1412
3529,1826
3528,2631
5905,3527
3526,100
3525,37
3524,49
3523,586
3522,706
3521,1070
3520,1150
3519,2130
3518,1134
3517,1464
3516,3087
3515,2039
3514,500
3513,2139
3512,2664
3511,1230
3510,446
3509,38
3508,52
3507,4
3506,2
3505,4
3504,6
3503,7
3502,6
3501,6
3500,2
3499,819
3498,0
3497,0
3496,0
3495,0
3494,0
3493,0
3492,0
3491,0
3490,0
3489,1
3488,0
3487,0
3486,0
3485,0
3484,0
3483,0
3482,4
3481,0
3480,4
3479,2
3478,2
3477,2
3476,8
3475,5
3474,15
3473,3
3472,2
3471,2
3470,2
3469,2
3468,3
3467,8
3466,69
5897,3465
3908,3464
3463,3135
3462,2688
3461,3104
3460,2687
3459,25
3458,31
7432,3457
3456,9
3455,2483
3454,2072
3453,10
3452,5
3451,1340
3450,25
3449,9
3448,53
3447,65
3446,6
10387,3445
3444,664
3443,2037
3959,3442
3441,3088
3440,1497
3439,2049
3438,1600
3437,559
3436,1352
3435,1742
3434,1253
3433,1310
5942,3432
7431,3431
3430,521
3429,574
4770,3428
4451,3427
3964,3426
4335,3425
4943,3424
5275,3423
5840,3422
5590,3421
4058,3420
3419,3324
3418,1519
3417,2170
3416,1041
7235,3415
6274,3414
12484,3413
8181,3412
6796,3411
6862,3410
4086,3409
5431,3408
3974,3407
4976,3406
4828,3405
3792,3404
12302,3403
3402,95
3401,71
3400,140
3399,126
3398,184
3397,139
7058,3396
3395,7
3394,3
3393,3046
6174,3392
3391,1387
3390,1093
3389,972
3388,208
4479,3387
3386,2840
5315,3385
3384,1
3383,3
3382,5
3381,2
3380,16
3379,17
3378,1
3377,1
3376,4
3375,2
3374,5
3373,5
3372,5
3371,3
3370,6
3369,4
3368,2
3367,1
3366,5
3365,5
3364,1
3363,8
3362,10
3361,12
3360,5
3359,1
3358,2
3357,31
3356,24
3355,2
3354,10
3353,12
3352,3
3351,8
3350,12
3349,8
3348,3
3347,16
3346,32
3345,1519
3344,1011
3343,486
3342,690
3341,356
3939,3340
4081,3339
3338,142
3337,118
3336,506
3335,64
3334,118
3333,121
3332,412
3331,2154
3330,1
3329,0
3328,2
3327,2
3326,2
3325,3
3324,0
3323,2330
3322,2396
3321,1643
3320,1347
3319,5
3318,2
3317,3
3316,4
3315,3
3314,2
3313,1
3312,58
3311,316
3310,981
3309,24
3308,6
3307,6
3306,13
3305,19
3304,21
3303,28
3302,39
3301,48
3300,49
3299,50
3298,56
3297,48
3296,93
3295,154
3294,116
3293,64
3292,44
3291,22
3290,27
3289,19
3288,67
3287,7
3286,47
3285,43
3284,96
3283,76
3282,96
3281,166
3280,84
3279,76
3278,22
3277,0
3276,12
3275,70
3274,60
3273,127
3272,108
3271,96
5338,3270
3269,102
3268,58
3267,46
3266,875
3265,24
3264,29
3263,201
3262,2193
3261,2748
3260,2507
5288,3259
5301,3258
4417,3257
3602,3256
3255,2623
3254,3095
3253,1616
3252,1165
3251,214
3250,441
3249,61
