3671,162
3670,685
3669,526
3668,308
3667,443
3666,100
3665,112
3664,2368
4726,3663
3662,39
3661,44
3660,150
3659,77
3658,74
3657,311
3656,5
3655,8
3654,276
3653,178
3652,218
3651,282
3650,292
4263,3649
5317,3648
3977,3647
6114,3646
3645,172
3644,847
3643,1319
3642,1636
9262,3641
7989,3640
5694,3639
5156,3638
3637,1119
3636,595
3635,1211
3634,2919
3633,838
3632,25
3631,49
3630,54
3629,778
3628,2348
3627,2843
3626,702
3625,3494
4749,3624
3623,1566
6729,3622
8033,3621
4962,3620
3619,1760
3641,3618
3617,297
3616,623
3615,702
3614,678
3613,3
3612,10
3611,4
3610,1
3609,11
3608,2
3607,1
3606,0
3605,1
3604,3
3603,2
3602,3
3601,4
3600,2
3599,2
3598,1
3597,3
3596,232
3595,212
3594,195
3593,203
3592,77
3591,193
3590,340
3589,657
3588,526
3587,514
3586,115
3585,92
3584,234
3583,346
3582,338
3581,373
3580,2882
3653,3579
3578,3325
3577,45
3576,24
3575,27
3574,148
3573,151
3572,344
3571,161
3570,228
3569,381
3568,347
3567,25
3566,438
3565,1258
3564,2247
3563,3554
3562,2880
5348,3561
5900,3560
6160,3559
3558,2599
3557,2126
3556,883
3555,462
3554,2100
3553,3378
3552,3125
3551,29
3550,350
3549,306
3548,287
10749,3547
10674,3546
3545,253
3544,132
3543,23
3542,1
3541,6
3540,173
3539,57
3538,74
3537,574
3536,504
3535,1957
3534,1874
3533,1147
3532,513
3531,619
3530,1883
3529,2430
3528,2107
7321,3527
3526,63
3525,59
3524,123
3523,470
3522,944
3521,1531
3520,1287
3519,3499
3518,1663
3517,790
3516,2870
3515,1889
3514,471
3513,3254
3512,2848
3511,1030
3510,303
3509,202
3508,127
3507,58
3506,49
3505,58
3504,75
3503,73
3502,82
3501,107
3500,27
3499,781
3498,2
3497,7
3496,6
3495,2
3494,0
3493,0
3492,0
3491,7
3490,2
3489,11
3488,3
3487,2
3486,2
3485,14
3484,3
3483,0
3482,3
3481,2
3480,1
3479,4
3478,1
3477,3
3476,8
3475,6
3474,13
3473,10
3472,1
3471,2
3470,4
3469,7
3468,5
3467,8
3466,288
7288,3465
4573,3464
4189,3463
3681,3462
3580,3461
3460,1900
3459,252
3458,257
4507,3457
3456,229
3455,1734
3454,2039
3453,260
3452,107
3451,1075
3450,216
3449,28
3448,733
3447,792
3446,45
8797,3445
3444,738
3443,1513
3442,2718
4204,3441
3440,1237
3439,1699
3438,1663
3437,937
3436,1021
3435,2161
3434,2273
3433,1495
4912,3432
8385,3431
3430,403
3429,312
4423,3428
5693,3427
3455,3426
4240,3425
3984,3424
5342,3423
5081,3422
6440,3421
3525,3420
3419,3151
3418,2162
3417,2606
3416,979
6651,3415
6378,3414
10540,3413
8980,3412
7966,3411
8314,3410
3751,3409
5737,3408
4389,3407
6505,3406
5915,3405
4013,3404
9234,3403
3402,555
3401,406
3400,577
3399,636
3398,716
3397,682
6516,3396
3395,218
3394,136
3393,3332
5549,3392
3391,1640
3390,931
3389,1124
3388,311
4248,3387
3386,2731
6259,3385
3384,16
3383,12
3382,29
3381,34
3380,220
3379,276
3378,45
3377,57
3376,81
3375,85
3374,150
3373,109
3372,60
3371,67
3370,74
3369,70
3368,32
3367,12
3366,9
3365,25
3364,27
3363,48
3362,218
3361,211
3360,101
3359,110
3358,125
3357,464
3356,341
3355,38
3354,210
3353,368
3352,150
3351,231
3350,273
3349,71
3348,50
3347,94
3346,663
3345,2277
3344,1541
3343,600
3342,414
3341,123
4591,3340
4832,3339
3338,243
3337,436
3336,1154
3335,155
3334,316
3333,222
3332,693
3331,1765
3330,28
3329,58
3328,17
3327,113
3326,141
3325,91
3324,12
3323,2372
3322,1265
3321,3092
3320,767
3319,14
3318,20
3317,35
3316,179
3315,62
3314,4
3313,10
3312,74
3311,363
3310,761
3309,42
3308,36
3307,109
3306,135
3305,103
3304,126
3303,229
3302,192
3301,474
3300,394
3299,402
3298,315
3297,341
3296,580
3295,696
3294,604
3293,226
3292,230
3291,129
3290,162
3289,193
3288,322
3287,204
3286,243
3285,111
3284,130
3283,247
3282,294
3281,722
3280,326
3279,281
3278,46
3277,1
3276,40
3275,204
3274,139
3273,353
3272,339
3271,662
4347,3270
3269,232
3268,433
3267,428
3266,1201
3265,16
3264,20
3263,121
3262,1709
3261,1658
3260,2961
6037,3259
5527,3258
4396,3257
3256,2964
4438,3255
5330,3254
3253,2548
3252,1527
3251,305
3250,561
3249,265
3248,9
3247,25
3246,89
3245,145
3244,46
3243,16
3242,200
3241,420
3240,648
3239,1626
3238,2135
4937,3237
3236,250
3235,154
3234,657
3233,1143
3232,6
3231,13
3230,13
3229,503
3228,842
3227,790
3226,1507
3225,224
3224,167
3223,35
3222,3
3221,169
3220,304
3219,75
3218,28
3217,69
3216,110
3215,56
3214,1
3213,2
3212,3
3211,359
3210,238
3209,576
3208,1332
3207,903
6551,3206
3205,567
3204,186
3203,57
3202,885
3201,220
3200,176
3199,150
3198,162
3197,180
3196,344
3195,677
3194,233
3193,152
3192,154
3191,74
3190,258
3189,784
3188,329
3187,57
3186,12
3185,65
3184,279
3183,302
3182,301
3181,15
3180,57
3179,13
3178,12
3177,60
3176,437
3175,950
3174,603
3173,647
3172,912
3171,1072
3170,328
3169,895
3168,1166
3167,1381
3166,434
3165,175
3164,496
3163,544
7412,3162
5074,3161
3205,3160
3159,2555
3158,786
4937,3157
3156,3061
3155,1212
8240,3154
6974,3153
3364,3152
7193,3151
7972,3150
4941,3149
3148,1547
3147,911
3146,637
3145,916
3144,182
3143,240
3142,332
3141,1295
3140,1574
11730,3139
3138,1204
3137,1300
3136,148
3135,52
3134,200
3133,315
3132,270
3131,203
3130,271
3129,415
3128,491
3127,406
3126,9
8446,3125
3124,894
3123,969
3122,2608
3121,19
3120,820
3119,543
3118,446
3117,2625
3116,648
3115,797
3114,2497
3113,1110
6677,3112
3641,3111
4379,3110
5622,3109
7368,3108
3107,2772
9993,3106
3105,273
3104,417
3103,181
3102,133
3101,13
3100,17
3099,47
3098,45
3097,85
3096,51
3095,18
3094,61
3093,55
3092,8
3091,97
3090,94
3089,65
3088,28
3087,47
3086,39
3085,64
3084,34
3083,59
3082,39
3081,37
3080,54
3079,81
3078,333
3077,238
3076,202
3075,46
3074,70
3073,196
3072,58
3071,38
3070,63
3069,124
3068,49
3067,23
3066,1771
3065,325
3064,1846
3063,2046
3062,214
6878,3061
7745,3060
3330,3059
3058,2321
3057,2300
3056,2226
4121,3055
3054,864
3053,2854
5033,3052
3051,1904
3050,2153
4426,3049
11246,3048
3047,585
3046,549
3045,1020
3044,734
3043,1817
3042,1209
3041,1381
3040,1954
3039,1481
10640,3038
3037,2953
6230,3036
3949,3035
8531,3034
8095,3033
3032,412
3031,1293
3030,157
3029,416
3028,178
3027,758
3026,1579
3025,285
3024,253
3023,70
3022,4
3021,3
3020,2
3019,5
3018,5
3017,6
3016,20
3015,9
3014,11
3013,15
3012,11
3011,24
3010,11
3009,11
3008,36
3007,34
3006,144
3005,2
3004,42
3003,89
3002,76
3001,159
3000,418
2999,401
2998,421
2997,448
2996,190
2995,148
2994,86
2993,57
2992,105
2991,885
2990,254
2989,162
2988,190
2987,401
2986,323
2985,109
2984,73
2983,65
2982,66
2981,30
2980,87
2979,610
2978,483
2977,263
2976,119
2975,20
2974,163
2973,182
2972,36
2971,28
2970,57
2969,17
2968,118
2967,94
2966,18
2965,114
2964,86
2963,403
2962,66
2961,351
2960,166
4295,2959
2958,241
2957,593
2956,468
2955,391
2954,324
2953,291
2952,246
2951,189
2950,134
2949,181
2948,223
2947,290
2946,1746
7044,2945
2944,586
2943,817
2942,1053
2941,1
2940,13
2939,2059
2938,2655
2937,2407
4738,2936
4622,2935
3553,2934
9893,2933
8168,2932
2931,107
2930,58
2929,14
2928,17
2927,29
2926,21
2925,28
2924,61
2923,65
2922,49
2921,17
2920,13
2919,76
2918,12
2917,117
2916,169
2915,100
4537,2914
4677,2913
3728,2912
2911,2752
5127,2910
3517,2909
2908,2846
2907,1379
2906,620
2905,429
2904,538
2903,980
2902,1318
8818,2901
3693,2900
2899,2340
2898,457
2897,2363
5798,2896
2895,2318
3434,2894
2893,1925
2892,656
2891,1182
2890,825
2889,421
2888,315
2887,635
2886,1505
2885,116
2884,141
2883,52
2882,1977
9197,2881
2880,1529
3031,2879
2878,228
10681,2877
8486,2876
13741,2875
6436,2874
5708,2873
2872,1827
2871,1270
2870,2643
3100,2869
4374,2868
2867,1978
2866,1637
6044,2865
2864,1851
2863,1117
2862,2552
2861,882
2860,1576
2859,45
2858,12
2857,516
2856,1716
2855,929
2854,2848
2853,967
2852,1835
2851,1149
3890,2850
2849,1430
2848,1310
3377,2847
2846,2134
2845,2127
3535,2844
4167,2843
2842,351
2841,1877
3792,2840
2839,1335
2838,467
2837,1479
2836,1172
2835,532
2834,1477
2833,746
2832,1539
5916,2831
2830,375
2829,139
2828,186
6303,2827
2826,1439
2825,1023
4333,2824
2823,2324
2822,574
2821,197
2820,335
2819,221
2818,192
2817,65
2816,77
2815,104
2814,64
2813,1468
2812,297
2811,146
2810,226
2809,370
2808,92
2807,1094
2806,201
2805,2309
2804,390
2803,1631
2802,2401
2801,2270
2800,2465
2799,16
2798,13
2797,2
2796,38
2795,61
2794,133
2793,133
2792,140
2791,50
2790,192
2789,1025
2788,639
2787,1032
2786,2011
3890,2785
2784,503
2783,617
2782,710
2781,816
3062,2780
2779,2280
2778,26
2777,17
2776,890
2775,392
2774,258
2773,88
2772,871
2771,336
2770,75
2769,687
2768,907
2767,168
2766,169
2765,2452
2764,2030
2763,595
2762,640
2761,3
2760,0
2759,2
2758,3
2757,1734
4906,2756
5281,2755
5037,2754
5746,2753
2752,1104
5893,2751
7682,2750
2749,292
2748,55
2747,44
3941,2746
5052,2745
2982,2744
2743,696
2742,2253
2741,557
5345,2740
5104,2739
4010,2738
9876,2737
6544,2736
4317,2735
4248,2734
2972,2733
2732,107
2731,285
2730,259
2729,1331
2728,542
